epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.00024485377254773326,nan,0.0002364102634601295,0.0002364102634601295
1,0.00023335082621901837,nan,0.0002281205786857754,0.0002281205786857754
2,0.00022661393036526678,nan,0.00022486194502562283,0.0002248619479360059
3,0.00022048585800037377,nan,0.00021600602194666864,0.0002160060277674347
4,0.00021370751936429817,nan,0.00021092095703352244,0.00021092095703352244
5,0.0002079568473977576,nan,0.00020995236118324102,0.00020995236409362405
6,0.00020359905641893612,nan,0.00020295502908993513,0.0002029550407314673
7,0.00019819953227660767,nan,0.00019742778094951064,0.00019742778677027671
8,0.0001925756073385281,nan,0.0002000248758122325,0.00020002487872261554
9,0.00018679886354795215,nan,0.0001914515160024166,0.00019145152473356574
10,0.00018190126077235235,nan,0.00019108702545054257,0.00019108703127130867
11,0.0001764392772058368,nan,0.00019638879457488655,0.00019638880039565265
12,0.00016976795251187133,nan,0.00019347341149114072,0.00019347341149114072
13,0.0001649149943228909,nan,0.0001911097497213632,0.00019110975263174622
14,0.00015619291662005708,nan,0.00019528101256582886,0.00019528101256582886
15,0.00015081722399612008,nan,0.000208351289620623,0.00020835129253100605
16,0.00014544895997172907,nan,0.00019819011795334517,0.00019819012086372823
17,0.00013696122880087625,nan,0.00021764907287433744,0.0002176490845158696
18,0.00013222012681868173,nan,0.0002111083100317046,0.0002111083158524707
19,0.00012558925120270272,nan,0.00019962740771006793,0.00019962741062045096
20,0.00011851352997167085,nan,0.00021160333999432624,0.00021160334872547538
21,0.00011460903450298295,nan,0.00021278969943523408,0.00021278970234561712
22,0.00010896829365887433,nan,0.00021796631044708193,0.00021796631917823107
23,0.00010193266745390199,nan,0.0002198764414060861,0.0002198764414060861
24,9.723104996833411e-05,nan,0.0002093084214720875,0.0002093084272928536
25,9.315991259140183e-05,nan,0.00021061823063064366,0.00021061823063064366
26,8.961640020348377e-05,nan,0.00022295077505987137,0.0002229507896117866
27,8.763285253448167e-05,nan,0.00022369706421159207,0.00022369706421159207
28,8.21226850875016e-05,nan,0.00022935934830456973,0.00022935935412533582
29,7.785683567482537e-05,nan,0.00021455547539517283,0.00021455547830555587
30,7.646435291175485e-05,nan,0.0002169408224290237,0.00021694082533940673
31,7.266871409803188e-05,nan,0.00021698758064303547,0.0002169875835534185
