epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,361.516845703125,nan,404.1152038574219,nan
1,312.7536315917969,nan,345.34613037109375,nan
2,285.8424072265625,nan,305.4575500488281,nan
