epoch,loss,mse,val_loss,val_mse
0,0.0024094514083117247,0.002409451175481081,0.002403669059276581,0.002403669059276581
1,0.0023966480512171984,0.0023966478183865547,0.0023841261863708496,0.0023841264192014933
2,0.0023521205876022577,0.0023521208204329014,0.002337375655770302,0.0023373758886009455
